m49_code,country,region,cpc_code,commodity,year,loss_percentage,loss_percentage_original,loss_quantity,activity,food_supply_stage,treatment,cause_of_loss,sample_size,method_data_collection,reference,url,notes
144,Sri Lanka,,1510,Potatoes,2009,9.95,9.95%,16130,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
144,Sri Lanka,,142,"Groundnuts, excluding shelled",2008,4.39,4.39%,450,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
144,Sri Lanka,,1510,Potatoes,2008,9.93,9.93%,17420,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
144,Sri Lanka,,142,"Groundnuts, excluding shelled",2007,4.47,4.47%,440,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
144,Sri Lanka,,1510,Potatoes,2007,10,10%,16330,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
144,Sri Lanka,,142,"Groundnuts, excluding shelled",2006,4.68,4.68%,460,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
144,Sri Lanka,,1510,Potatoes,2006,10,10%,12500,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
144,Sri Lanka,,1510,Potatoes,2004,9.67,9.67%,10930,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
144,Sri Lanka,,1510,Potatoes,2003,9.56,9.56%,11220,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
144,Sri Lanka,,1510,Potatoes,2002,9.47,9.47%,12670,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
144,Sri Lanka,,1510,Potatoes,2001,9.48,9.48%,12030,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
144,Sri Lanka,,1510,Potatoes,2000,9.83,9.83%,16480,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
152,Chile,,1510,Potatoes,2015,1.3,1.30%,,Marketing,Wholesale,,,,Survey,FAO (2015),,
152,Chile,,1510,Potatoes,2015,5.7,5.70%,,Storage,Storage,,,,Survey,FAO (2015),,
156,China,,1510,Potatoes,2016,3.3,3.3,,Consumption,Households,,,,No Data Collection Specified,"(Minten et al., 2016",http://www.mod.gov.tr/Lists/RecentPublications/Attachments/120/Reducing%20Postharvest%20Losses%20in%20the%20OIC%20Member%20Countries.pdf,
156,China,,1510,Potatoes,2012,20,15-25%,,Storage,Storage,,,,Modelled Estimates,"(2016), Food Losses and Food Waste in China",, Reference has been generated automatically
156,China,,1510,Potatoes,2011,20,15-25,16 Million Ton,,Storage,,,,Expert Opinion,,http://www.oecd.org/site/agrfcn/food%20losses%20and%20waste%20in%20china_gang%20liu.pdf,
156,China,,1510,Potatoes,2009,2,2%,,Storage,Storage,,,,Survey,"Thomas Reardon, Kevin Chen, Bart Minten and Lourdes Adriano (2012)",,
156,China,Dingxi Prefecture  in Gansu,1510,Potatoes,2009,3,3,,,Trader,,,17,Survey,,https://www.adb.org/sites/default/files/publication/30063/quiet-revolution-staple-food-value-chains.pdf,
156,China,,1510,Potatoes,2009,2.23,2.23%,,Farm,Farm,,,,Survey,"Thomas Reardon, Kevin Chen, Bart Minten and Lourdes Adriano (2012)",,
156,China,"Beijing, Xinfadi and Jinxiudadi",1510,Potatoes,2009,1,1,,,Wholesale,,In The Urban Market,30,Survey,,https://www.adb.org/sites/default/files/publication/30063/quiet-revolution-staple-food-value-chains.pdf,
192,Cuba,,1510,Potatoes,2011,2.11,2.11%,3500,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
192,Cuba,,1510,Potatoes,2010,2.14,2.14%,4100,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
192,Cuba,,1510,Potatoes,2009,2.12,2.12%,5900,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
192,Cuba,,1510,Potatoes,2008,2.24,2.24%,4400,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
192,Cuba,,1510,Potatoes,2007,2.3,2.30%,3300,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
192,Cuba,,1510,Potatoes,2006,2.1,2.10%,6000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
192,Cuba,,1510,Potatoes,2005,2.14,2.14%,6700,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
192,Cuba,,1510,Potatoes,2004,2.16,2.16%,7100,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
192,Cuba,,1510,Potatoes,2003,2.2,2.20%,6700,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
192,Cuba,,1510,Potatoes,2002,2.12,2.12%,7000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
204,Benin,,1520.01,"Cassava, fresh",2015,13.6,13.6,,,Harvest,,,,No Data Collection Specified,,http://www.mod.gov.tr/Lists/RecentPublications/Attachments/120/Reducing%20Postharvest%20Losses%20in%20the%20OIC%20Member%20Countries.pdf,
204,Benin,,1520.01,"Cassava, fresh",2013,45,40-50,,,Storage,,Storage cassava Chips,,No Data Collection Specified,(Mutungi and Affognon 2013),http://www.mod.gov.tr/Lists/RecentPublications/Attachments/120/Reducing%20Postharvest%20Losses%20in%20the%20OIC%20Member%20Countries.pdf,
204,Benin,,1520.01,"Cassava, fresh",2013,8.5,8.5,,,Farm,,,,No Data Collection Specified,(Mutungi and Affognon 2013),http://www.mod.gov.tr/Lists/RecentPublications/Attachments/120/Reducing%20Postharvest%20Losses%20in%20the%20OIC%20Member%20Countries.pdf,
204,Benin,,1520.01,"Cassava, fresh",2013,23.2,23.2,,,Processing,,,,No Data Collection Specified,(Mutungi and Affognon 2013),http://www.mod.gov.tr/Lists/RecentPublications/Attachments/120/Reducing%20Postharvest%20Losses%20in%20the%20OIC%20Member%20Countries.pdf,
208,Denmark,,1510,Potatoes,2011,15.99,15.99%,259000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
208,Denmark,,1510,Potatoes,2010,15.97,15.97%,216800,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
208,Denmark,,1510,Potatoes,2009,15,15%,242700,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
208,Denmark,,1510,Potatoes,2008,15.71,15.71%,266000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
208,Denmark,,1510,Potatoes,2007,15.01,15.01%,244000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
208,Denmark,,1510,Potatoes,2006,14.99,14.99%,204000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
208,Denmark,,1510,Potatoes,2005,14.97,14.97%,236000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
208,Denmark,,1510,Potatoes,2004,14.97,14.97%,244000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
208,Denmark,,1510,Potatoes,2003,15.01,15.01%,212000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
208,Denmark,,1510,Potatoes,2002,15.02,15.02%,226000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
208,Denmark,,1510,Potatoes,2001,14.97,14.97%,231000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
208,Denmark,,1510,Potatoes,2000,9.97,9.97%,164000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
218,Ecuador,"El Carchi, Imbabura, and Pichincha",1510,Potatoes,2016,0.9305,.091-1.77,541-2893 KG,,Trader,,,176,Survey,,https://www.researchgate.net/publication/318681931_Reality_of_Food_Losses_A_New_Measurement_Methodology,
218,Ecuador,Pichincha,1510,Potatoes,2016,2.45,2.45,0.83 KG,,Processing,,,146,Survey,,https://www.researchgate.net/publication/318681931_Reality_of_Food_Losses_A_New_Measurement_Methodology,
218,Ecuador,El Carchi,1510,Potatoes,2016,10.465,8.11-12.82,1498-5926 KG,,Farm,,,287,Survey,,https://www.researchgate.net/publication/318681931_Reality_of_Food_Losses_A_New_Measurement_Methodology,
218,Ecuador,,142,"Groundnuts, excluding shelled",2003,1.07,1.07%,119,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
218,Ecuador,,1921.01,"Seed cotton, unginned",2003,2.98,2.98%,36,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
218,Ecuador,,142,"Groundnuts, excluding shelled",2002,0.99,0.99%,67,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
218,Ecuador,,1921.01,"Seed cotton, unginned",2002,3.01,3.01%,116,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
218,Ecuador,,142,"Groundnuts, excluding shelled",2001,14.07,14.07%,1365,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
218,Ecuador,,1921.01,"Seed cotton, unginned",2001,4.7,4.70%,369,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
233,Estonia,,1510,Potatoes,2017,3.09,3.09%,2819,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
233,Estonia,,1510,Potatoes,2016,6.2,6.20%,5567,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
233,Estonia,,1510,Potatoes,2015,3.84,3.84%,4496,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
233,Estonia,,1510,Potatoes,2014,2.52,2.52%,2957,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
242,Fiji,,1520.01,"Cassava, fresh",2018,2,2%,1447,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
242,Fiji,,1540,Yams,2018,2,2%,89,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
242,Fiji,,1550,Taro,2018,2,2%,985,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
242,Fiji,,1510,Potatoes,2017,0.18,0.18%,41,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
242,Fiji,,1520.01,"Cassava, fresh",2017,2,2%,1363,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
242,Fiji,,1540,Yams,2017,2.01,2.01%,89,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
242,Fiji,,1550,Taro,2017,2,2%,860,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
242,Fiji,,1510,Potatoes,2016,0.16,0.16%,40,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
242,Fiji,,1520.01,"Cassava, fresh",2016,2,2%,1274,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
242,Fiji,,1540,Yams,2016,1.99,1.99%,70,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
242,Fiji,,1550,Taro,2016,2,2%,768,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
242,Fiji,,1510,Potatoes,2015,0.19,0.19%,40,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
242,Fiji,,1520.01,"Cassava, fresh",2015,2,2%,1492,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
242,Fiji,,1540,Yams,2015,2,2%,104,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
242,Fiji,,1550,Taro,2015,2,2%,1219,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
246,Finland,,1510,Potatoes,2013,16,16%,,"Cleaning, Collection, Distribution, Drying, Field, Harvesting, Shelling, Storage, Threshing, Transportation",Whole supply chain,,,72,Survey,"Hartikainen et al., 2014",,Expanded from loss factor 21095 based on the period_years.
246,Finland,,1510,Potatoes,2012,16,16%,,"Cleaning, Collection, Distribution, Drying, Field, Harvesting, Shelling, Storage, Threshing, Transportation",Whole supply chain,,,72,Survey,"Hartikainen et al., 2014",,Expanded from loss factor 21095 based on the period_years.
246,Finland,,1510,Potatoes,2011,16,16%,,"Cleaning, Collection, Distribution, Drying, Field, Harvesting, Shelling, Storage, Threshing, Transportation",Whole supply chain,,,72,Survey,"Hartikainen et al., 2014",,Expanded from loss factor 21095 based on the period_years.
246,Finland,,1510,Potatoes,2010,28,28%,,Consumption,Food Services,,,,Survey,"Venice 2012, Fourth International Symposium on Energy from Biomass and Waste",,
250,France,,1510,Potatoes,2010,15.57,15.57%,1048000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
250,France,,1510,Potatoes,2009,21.84,21.84%,1584000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
250,France,,1510,Potatoes,2008,15.75,15.75%,1082000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
250,France,,1510,Potatoes,2007,21.41,21.41%,1538000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
250,France,,1510,Potatoes,2006,11.11,11.11%,707000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
250,France,,1510,Potatoes,2005,20.29,20.29%,1340000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
268,Georgia,,1510,Potatoes,2017,1.11,1.11%,2000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
268,Georgia,,1510,Potatoes,2016,1.61,1.61%,4000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
268,Georgia,,1510,Potatoes,2015,1.61,1.61%,3000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
268,Georgia,,1510,Potatoes,2014,1.86,1.86%,4000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
268,Georgia,,1510,Potatoes,2013,1.69,1.69%,5000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
268,Georgia,,1510,Potatoes,2012,1.98,1.98%,5000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
268,Georgia,,1510,Potatoes,2011,1.83,1.83%,5000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
268,Georgia,,1510,Potatoes,2010,0.44,0.44%,1000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
268,Georgia,,1510,Potatoes,2009,0.92,0.92%,2000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
268,Georgia,,1510,Potatoes,2008,1.03,1.03%,2000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
268,Georgia,,1510,Potatoes,2007,4.8,4.80%,11000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
268,Georgia,,1510,Potatoes,2006,7.11,7.11%,12000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
268,Georgia,,1510,Potatoes,2005,4.16,4.16%,18000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
268,Georgia,,1510,Potatoes,2004,2.62,2.62%,11000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
268,Georgia,,1510,Potatoes,2003,3.06,3.06%,13000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
268,Georgia,,1510,Potatoes,2002,3.37,3.37%,14000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
268,Georgia,,1510,Potatoes,2001,2.84,2.84%,12000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
268,Georgia,,1510,Potatoes,2000,2.65,2.65%,8000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
276,Germany,,1443,Rapeseed or colza seed,2018,6.36,6.36%,233775,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
276,Germany,,1443,Rapeseed or colza seed,2017,5.49,5.49%,234469,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
276,Germany,,1510,Potatoes,2017,11.63,11.63%,1363000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
276,Germany,,1443,Rapeseed or colza seed,2016,2,2%,91510,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
276,Germany,,1510,Potatoes,2016,11.29,11.29%,1216000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
276,Germany,,1443,Rapeseed or colza seed,2015,2,2%,100098,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
276,Germany,,1510,Potatoes,2015,12.65,12.65%,1312000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
276,Germany,,1443,Rapeseed or colza seed,2014,2,2%,124950,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
276,Germany,,1443,Rapeseed or colza seed,2013,1.68,1.68%,97000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
276,Germany,,23220.05,Starch of Potatoes,2013,0.91,0.91%,5000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
276,Germany,,1443,Rapeseed or colza seed,2012,1.62,1.62%,78000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
276,Germany,,23220.05,Starch of Potatoes,2012,0.91,0.91%,5000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
276,Germany,,1443,Rapeseed or colza seed,2011,2.97,2.97%,115000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
276,Germany,,23220.05,Starch of Potatoes,2011,0.71,0.71%,4000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
276,Germany,,1443,Rapeseed or colza seed,2010,2.23,2.23%,127000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
276,Germany,,23220.05,Starch of Potatoes,2010,1,1%,5000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
276,Germany,,1443,Rapeseed or colza seed,2009,1.65,1.65%,104000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
276,Germany,,23220.05,Starch of Potatoes,2009,1.4,1.40%,7000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
276,Germany,,1443,Rapeseed or colza seed,2008,2.1,2.10%,108000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
276,Germany,,23220.05,Starch of Potatoes,2008,1.25,1.25%,6000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
276,Germany,,1443,Rapeseed or colza seed,2007,2.03,2.03%,108000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
276,Germany,,23220.05,Starch of Potatoes,2007,1.24,1.24%,6000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
276,Germany,,1443,Rapeseed or colza seed,2006,1.91,1.91%,102000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
276,Germany,,23220.05,Starch of Potatoes,2006,1.69,1.69%,7000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
276,Germany,,1443,Rapeseed or colza seed,2005,2.12,2.12%,107000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
276,Germany,,1445,Sunflower seed,2005,1.49,1.49%,1000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
276,Germany,,23220.05,Starch of Potatoes,2005,1.1,1.10%,7000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
276,Germany,,1443,Rapeseed or colza seed,2004,1.4,1.40%,74000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
276,Germany,,1445,Sunflower seed,2004,1.44,1.44%,1000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
276,Germany,,23220.05,Starch of Potatoes,2004,0.75,0.75%,5000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
276,Germany,,1441,Linseed,2003,0.49,0.49%,1000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
276,Germany,,1443,Rapeseed or colza seed,2003,2.15,2.15%,78000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
276,Germany,,1445,Sunflower seed,2003,1.37,1.37%,1000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
276,Germany,,23220.05,Starch of Potatoes,2003,1.08,1.08%,5000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
276,Germany,,1441,Linseed,2002,0.58,0.58%,1000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
276,Germany,,1443,Rapeseed or colza seed,2002,2.18,2.18%,84000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
276,Germany,,23220.05,Starch of Potatoes,2002,1.06,1.06%,6000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
276,Germany,,1441,Linseed,2001,1.66,1.66%,4000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
276,Germany,,1443,Rapeseed or colza seed,2001,1.75,1.75%,73000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
276,Germany,,23220.05,Starch of Potatoes,2001,1.08,1.08%,6000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
276,Germany,,1441,Linseed,2000,3.04,3.04%,9000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
276,Germany,,1443,Rapeseed or colza seed,2000,2.4,2.40%,86000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
276,Germany,,23220.05,Starch of Potatoes,2000,1.27,1.27%,8000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
288,Ghana,,1520.01,"Cassava, fresh",2014,20,20%,1332657,Retailing,Retail,Fresh roots,,,Survey,"(2015),  journal of agriculture and rural development in the tropics and subtropics vol.ghana incurs by far the highest losses because a high proportion of roots reach the consumers in the fresh form.most los",, Reference has been generated automatically
288,Ghana,,1520.01,"Cassava, fresh",2014,1,1%,67306,"Handling, Trading, Transportation",Transport,Fresh roots,,,Survey,"(2015),  journal of agriculture and rural development in the tropics and subtropics vol.ghana incurs by far the highest losses because a high proportion of roots reach the consumers in the fresh form.most los",, Reference has been generated automatically
288,Ghana,,23170.01,Flour of cassava,2014,5,5%,121151,Processing,Processing,Agbelima,,,Survey,"(2015),  journal of agriculture and rural development in the tropics and subtropics vol.ghana incurs by far the highest losses because a high proportion of roots reach the consumers in the fresh form.most los",, Reference has been generated automatically
288,Ghana,,23170.01,Flour of cassava,2014,0.5,0.50%,16911,"Handling, Trading, Transportation",Transport,Gari,,,Survey,"(2015),  journal of agriculture and rural development in the tropics and subtropics vol.ghana incurs by far the highest losses because a high proportion of roots reach the consumers in the fresh form.most los",, Reference has been generated automatically
288,Ghana,,23170.01,Flour of cassava,2014,0.5,0.50%,12176,"Handling, Trading, Transportation",Transport,Agbelima,,,Survey,"(2015),  journal of agriculture and rural development in the tropics and subtropics vol.ghana incurs by far the highest losses because a high proportion of roots reach the consumers in the fresh form.most los",, Reference has been generated automatically
288,Ghana,,23170.01,Flour of cassava,2014,5,5%,168265,Processing,Processing,Gari,,,Survey,"(2015),  journal of agriculture and rural development in the tropics and subtropics vol.ghana incurs by far the highest losses because a high proportion of roots reach the consumers in the fresh form.most los",, Reference has been generated automatically
288,Ghana,,1540,Yams,2014,2,2,,,Storage,,other causes such as rodents and theft,,No Data Collection Specified,"Mignouna et al., 2014a",http://www.mod.gov.tr/Lists/RecentPublications/Attachments/120/Reducing%20Postharvest%20Losses%20in%20the%20OIC%20Member%20Countries.pdf,
288,Ghana,,1540,Yams,2014,17,17,,,Storage,,rotting,,No Data Collection Specified,"Mignouna et al., 2014a",http://www.mod.gov.tr/Lists/RecentPublications/Attachments/120/Reducing%20Postharvest%20Losses%20in%20the%20OIC%20Member%20Countries.pdf,
288,Ghana,,1540,Yams,2014,4.9,4.90%,,Harvesting,Harvest,,,,Modelled Estimates,"Rino Bolten (2015), the impacts of reducing food loss in ghana",, Reference has been generated automatically
288,Ghana,,1540,Yams,2014,12.8,12.80%,,"Farm, Handling, Storage",Farm,,,,Modelled Estimates,"Rino Bolten (2015), the impacts of reducing food loss in ghana",, Reference has been generated automatically
288,Ghana,,1540,Yams,2014,12.9,12.90%,,Distribution,Distribution,,,,Modelled Estimates,"Rino Bolten (2015), the impacts of reducing food loss in ghana",, Reference has been generated automatically
