m49_code,country,region,cpc_code,commodity,year,loss_percentage,loss_percentage_original,loss_quantity,activity,food_supply_stage,treatment,cause_of_loss,sample_size,method_data_collection,reference,url,notes
116,Cambodia,,1213,Cauliflowers and broccoli,2006,5,5%,52kg/MT,Retailing,Retail,Wet season  ( May to October),,,Survey,Genova 2 et al (2006),,
116,Cambodia,,1213,Cauliflowers and broccoli,2006,4,4%,44kg/MT,Wholesale,Wholesale,Dry season 1 ( November to January),,,Survey,Genova 2 et al (2006),,
116,Cambodia,,1213,Cauliflowers and broccoli,2006,6,6%,44kg/MT,Wholesale,Wholesale,Dry season 2 ( January to April),,,Survey,Genova 2 et al (2006),,
116,Cambodia,,1213,Cauliflowers and broccoli,2006,3,3%,37kg/MT,Farm,Farm,Wet season  ( May to October),,,Survey,Genova 2 et al (2006),,
116,Cambodia,,1213,Cauliflowers and broccoli,2006,3,3%,31kg/MT,Collection,Trader,Dry season 1 ( November to January),,,Survey,Genova 2 et al (2006),,
116,Cambodia,,1213,Cauliflowers and broccoli,2006,5,5%,52kg/MT,Retailing,Retail,Dry season 1 ( November to January),,,Survey,Genova 2 et al (2006),,
116,Cambodia,,1213,Cauliflowers and broccoli,2006,3,3%,31kg/MT,Collection,Trader,Wet season  ( May to October),,,Survey,Genova 2 et al (2006),,
116,Cambodia,,1213,Cauliflowers and broccoli,2006,4,4%,37kg/MT,Farm,Farm,Dry season 2 ( January to April),,,Survey,Genova 2 et al (2006),,
116,Cambodia,,1213,Cauliflowers and broccoli,2006,4,4%,44kg/MT,Wholesale,Wholesale,Wet season  ( May to October),,,Survey,Genova 2 et al (2006),,
116,Cambodia,,1213,Cauliflowers and broccoli,2006,3,3%,31kg/MT,Collection,Trader,Dry season 2 ( January to April),,,Survey,Genova 2 et al (2006),,
116,Cambodia,,1232,Cucumbers and gherkins,2006,9,9%,63kg/MT,Farm,Farm,Wet season  ( May to October),,,Survey,Genova 2 et al (2006),,
116,Cambodia,,1232,Cucumbers and gherkins,2006,5,5%,48kg/MT,Wholesale,Wholesale,Wet season  ( May to October),,,Survey,Genova 2 et al (2006),,
116,Cambodia,,1232,Cucumbers and gherkins,2006,4,4%,44kg/MT,Retailing,Retail,Dry season 1 ( November to January),,,Survey,Genova 2 et al (2006),,
116,Cambodia,,1232,Cucumbers and gherkins,2006,4,4%,42kg/MT,Collection,Trader,Wet season  ( May to October),,,Survey,Genova 2 et al (2006),,
116,Cambodia,,1232,Cucumbers and gherkins,2006,4,4%,44kg/MT,Retailing,Retail,Wet season  ( May to October),,,Survey,Genova 2 et al (2006),,
116,Cambodia,,1232,Cucumbers and gherkins,2006,5,5%,63kg/MT,Farm,Farm,Dry season 1 ( November to January),,,Survey,Genova 2 et al (2006),,
116,Cambodia,,1232,Cucumbers and gherkins,2006,4,4%,48kg/MT,Wholesale,Wholesale,Dry season 2 ( January to April),,,Survey,Genova 2 et al (2006),,
116,Cambodia,,1232,Cucumbers and gherkins,2006,4,4%,42kg/MT,Collection,Trader,Dry season 1 ( November to January),,,Survey,Genova 2 et al (2006),,
116,Cambodia,,1232,Cucumbers and gherkins,2006,4,4%,48kg/MT,Wholesale,Wholesale,Dry season 1 ( November to January),,,Survey,Genova 2 et al (2006),,
116,Cambodia,,1232,Cucumbers and gherkins,2006,5,5%,44kg/MT,Retailing,Retail,Dry season 2 ( January to April),,,Survey,Genova 2 et al (2006),,
116,Cambodia,,1232,Cucumbers and gherkins,2006,5,5%,42kg/MT,Collection,Trader,Dry season 2 ( January to April),,,Survey,Genova 2 et al (2006),,
116,Cambodia,,1232,Cucumbers and gherkins,2006,5,5%,63kg/MT,Farm,Farm,Dry season 2 ( January to April),,,Survey,Genova 2 et al (2006),,
116,Cambodia,,1234,Tomatoes,2006,7,7%,67kg/MT,Wholesale,Wholesale,Wet season  ( May to October),,,Survey,Genova 2 et al (2006),,
116,Cambodia,,1234,Tomatoes,2006,6,6%,105.0kg,Farm,Farm,Dry season 1 ( November to January),,,Survey,Genova 2 et al (2006),,
116,Cambodia,,1234,Tomatoes,2006,2,2%,16kg/MT,Collection,Trader,Dry season 2 ( January to April),,,Survey,Genova 2 et al (2006),,
116,Cambodia,,1234,Tomatoes,2006,1,1%,16kg/MT,Collection,Trader,Dry season 1 ( November to January),,,Survey,Genova 2 et al (2006),,
116,Cambodia,,1234,Tomatoes,2006,6,6%,105.0kg,Farm,Farm,Dry season 2 ( January to April),,,Survey,Genova 2 et al (2006),,
116,Cambodia,,1234,Tomatoes,2006,13,13%,105kg/MT,Farm,Farm,Wet season  ( May to October),,,Survey,Genova 2 et al (2006),,
116,Cambodia,,1234,Tomatoes,2006,2,2%,16kg/MT,Collection,Trader,Wet season  ( May to October),,,Survey,Genova 2 et al (2006),,
116,Cambodia,,1234,Tomatoes,2006,5,5%,105.0kg,Retailing,Retail,Dry season 1 ( November to January),,,Survey,Genova 2 et al (2006),,
116,Cambodia,,1234,Tomatoes,2006,8,8%,105.0kg,Wholesale,Wholesale,Dry season 1 ( November to January),,,Survey,Genova 2 et al (2006),,
116,Cambodia,,1234,Tomatoes,2006,6,6%,58kg/MT,Retailing,Retail,Wet season  ( May to October),,,Survey,Genova 2 et al (2006),,
116,Cambodia,,1234,Tomatoes,2006,5,5%,58kg/MT,Retailing,Retail,Dry season 2 ( January to April),,,Survey,Genova 2 et al (2006),,
116,Cambodia,,1234,Tomatoes,2006,4,4%,67kg/MT,Wholesale,Wholesale,Dry season 2 ( January to April),,,Survey,Genova 2 et al (2006),,
116,Cambodia,,1213,Cauliflowers and broccoli,2005,16,16,164,,Farm,,Hot Weather During Harvest And Post Packaging,50,Survey,,http://www.measurepostharvestlosses.com/sites/default/files/phlveg.pdf,
116,Cambodia,,1232,Cucumbers and gherkins,2005,19,19,197,,Farm,,Hot Weather During Harvest And Post Packaging,50,Survey,,http://www.measurepostharvestlosses.com/sites/default/files/phlveg.pdf,
116,Cambodia,,1234,Tomatoes,2005,24.5,24.5,246,,Post-harvest,,Hot Weather During Harvest And Post Packaging,50,Survey,Genova II et al,http://www.measurepostharvestlosses.com/sites/default/files/phlveg.pdf,
116,Cambodia,,1241.9,"Other beans, green",2005,22,22,218,,Post-harvest,,Hot Weather During Harvest And Post Packaging,50,Survey,,http://www.measurepostharvestlosses.com/sites/default/files/phlveg.pdf,
120,Cameroon,,1313,Plantains and cooking bananas,2013,35,30-40,,,Whole supply chain,,"rough handling, unprotected storage conditions, and poor transportation",,No Data Collection Specified,Cauthen et al. (2013),http://www.mod.gov.tr/Lists/RecentPublications/Attachments/120/Reducing%20Postharvest%20Losses%20in%20the%20OIC%20Member%20Countries.pdf,
124,Canada,,1330,Grapes,2013,5.61,5.61%,16730,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1330,Grapes,2012,5.78,5.78%,16050,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1330,Grapes,2011,5.98,5.98%,16050,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1330,Grapes,2010,6.45,6.45%,17050,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1330,Grapes,2009,6.59,6.59%,16670,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1330,Grapes,2008,6.35,6.35%,17390,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1211,Asparagus,2007,8.56,8.56%,1920,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1212,Cabbages,2007,12.48,12.48%,21720,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1213,Cauliflowers and broccoli,2007,3.61,3.61%,5980,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1214,Lettuce and chicory,2007,6.45,6.45%,25050,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1221,Watermelons,2007,9.8,9.80%,20510,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1229,Cantaloupes and other melons,2007,6.25,6.25%,11270,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2007,7.07,7.07%,10640,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1232,Cucumbers and gherkins,2007,6.63,6.63%,14420,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1234,Tomatoes,2007,5.79,5.79%,47570,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1241.9,"Other beans, green",2007,4.17,4.17%,2080,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1242,"Peas, green",2007,0.82,0.82%,500,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1251,Carrots and turnips,2007,2.44,2.44%,7500,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1253.02,"Onions and shallots, dry (excluding dehydrated)",2007,8.29,8.29%,18260,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1254,Leeks and other alliaceous vegetables,2007,14.38,14.38%,520,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1330,Grapes,2007,6.48,6.48%,16700,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1341,Apples,2007,3.45,3.45%,13960,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1342.01,Pears,2007,5.21,5.21%,4820,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1343,Apricots,2007,8.95,8.95%,530,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1344.02,Cherries,2007,6.86,6.86%,2350,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1345,Peaches and nectarines,2007,3.49,3.49%,3260,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1346,Plums and sloes,2007,5,5%,1460,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1352,Kiwi fruit,2007,6.22,6.22%,1300,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1354,Strawberries,2007,7.87,7.87%,8750,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1355.01,Blueberries,2007,1.25,1.25%,970,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1355.02,Cranberries and other fruits of the genus Vaccinium,2007,1.46,1.46%,970,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1355.9,Other berries and fruits of the genus Vaccinium n.e.,2007,11.36,11.36%,1530,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1359.9,"Other fruits, n.e.",2007,6.05,6.05%,1300,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1211,Asparagus,2006,8.6,8.60%,1930,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1212,Cabbages,2006,12.35,12.35%,20960,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1213,Cauliflowers and broccoli,2006,6.94,6.94%,6390,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1214,Lettuce and chicory,2006,6.72,6.72%,25980,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1221,Watermelons,2006,9.8,9.80%,20050,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1229,Cantaloupes and other melons,2006,6.04,6.04%,10770,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2006,7.69,7.69%,11850,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1232,Cucumbers and gherkins,2006,6.85,6.85%,14840,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1234,Tomatoes,2006,5.39,5.39%,44000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1241.9,"Other beans, green",2006,4.25,4.25%,2250,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1242,"Peas, green",2006,0.84,0.84%,580,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1251,Carrots and turnips,2006,1.98,1.98%,6010,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1253.02,"Onions and shallots, dry (excluding dehydrated)",2006,8.53,8.53%,18030,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1254,Leeks and other alliaceous vegetables,2006,13.46,13.46%,510,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1330,Grapes,2006,6.05,6.05%,15770,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1341,Apples,2006,3.63,3.63%,13660,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1342.01,Pears,2006,5.17,5.17%,4670,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1343,Apricots,2006,8.79,8.79%,330,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1344.02,Cherries,2006,6.83,6.83%,1960,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1345,Peaches and nectarines,2006,3.37,3.37%,2900,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1346,Plums and sloes,2006,4.99,4.99%,1380,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1352,Kiwi fruit,2006,6.21,6.21%,1190,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1354,Strawberries,2006,7.88,7.88%,8650,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1355.01,Blueberries,2006,0.88,0.88%,730,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1355.02,Cranberries and other fruits of the genus Vaccinium,2006,1.67,1.67%,1290,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1355.9,Other berries and fruits of the genus Vaccinium n.e.,2006,8.85,8.85%,1100,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1359.9,"Other fruits, n.e.",2006,5.97,5.97%,1040,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1211,Asparagus,2005,8.21,8.21%,1700,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1212,Cabbages,2005,12.1,12.10%,21140,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1213,Cauliflowers and broccoli,2005,6.63,6.63%,6310,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1214,Lettuce and chicory,2005,6.76,6.76%,26910,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1221,Watermelons,2005,9.8,9.80%,18500,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1229,Cantaloupes and other melons,2005,9.68,9.68%,16820,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2005,7.68,7.68%,11040,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1232,Cucumbers and gherkins,2005,5.82,5.82%,11140,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1234,Tomatoes,2005,4.91,4.91%,41190,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1241.9,"Other beans, green",2005,3.37,3.37%,1880,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1242,"Peas, green",2005,0.76,0.76%,460,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1251,Carrots and turnips,2005,2.51,2.51%,7340,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1253.02,"Onions and shallots, dry (excluding dehydrated)",2005,10.11,10.11%,17200,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1254,Leeks and other alliaceous vegetables,2005,14.25,14.25%,480,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1290.9,"Other vegetables, fresh n.e.",2005,8.22,8.22%,20680,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1330,Grapes,2005,7.24,7.24%,16680,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1341,Apples,2005,3.67,3.67%,14980,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1342.01,Pears,2005,5.13,5.13%,4250,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1343,Apricots,2005,8.87,8.87%,500,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1344.02,Cherries,2005,6.91,6.91%,1430,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1345,Peaches and nectarines,2005,5.06,5.06%,4290,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1346,Plums and sloes,2005,4.99,4.99%,1530,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1352,Kiwi fruit,2005,6.19,6.19%,1110,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1354,Strawberries,2005,7.87,7.87%,7640,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1355.01,Blueberries,2005,1.15,1.15%,800,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1355.02,Cranberries and other fruits of the genus Vaccinium,2005,1.72,1.72%,1170,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1355.9,Other berries and fruits of the genus Vaccinium n.e.,2005,5.4,5.40%,740,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1359.9,"Other fruits, n.e.",2005,8.11,8.11%,1310,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1211,Asparagus,2004,10.04,10.04%,1700,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1212,Cabbages,2004,10.93,10.93%,21650,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1213,Cauliflowers and broccoli,2004,5.73,5.73%,5780,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1214,Lettuce and chicory,2004,6.75,6.75%,26430,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1221,Watermelons,2004,9.8,9.80%,21350,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1229,Cantaloupes and other melons,2004,9.85,9.85%,15340,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2004,7.44,7.44%,9860,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1232,Cucumbers and gherkins,2004,5.08,5.08%,9480,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1234,Tomatoes,2004,5.08,5.08%,41520,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1241.9,"Other beans, green",2004,3.7,3.70%,2310,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1242,"Peas, green",2004,0.63,0.63%,420,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1251,Carrots and turnips,2004,2.15,2.15%,6320,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1253.02,"Onions and shallots, dry (excluding dehydrated)",2004,7.84,7.84%,14910,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1254,Leeks and other alliaceous vegetables,2004,13.61,13.61%,490,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1290.9,"Other vegetables, fresh n.e.",2004,7.72,7.72%,19980,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1330,Grapes,2004,6.1,6.10%,15140,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1341,Apples,2004,3.51,3.51%,13370,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1342.01,Pears,2004,5.01,5.01%,4240,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1343,Apricots,2004,8.76,8.76%,510,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1344.02,Cherries,2004,6.66,6.66%,1350,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
124,Canada,,1345,Peaches and nectarines,2004,5.03,5.03%,4690,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
